ID,CONSTITUENCY,MP,APPPELLANT NAME,DATE OF BIRTH,RACE,DWELLING TYPE,NRIC,CONTACT,SUBMITTED DATE,OUTCOME DATE,GOVERNMENT AGENCY NAME,PRIVATE ORGANISATION NAME,APPEAL CATEGORY,APPEAL STATUS,REASON FOR APPEAL,APPEAL OUTCOME,OUTCOME REMARKS,SUPPORTING DOCUMENTS FROM MP,URGENT,REAPPEAL,FOLLOW UP
2406250987,East Coast GRC - Bedok,Heng Swee Keat,AI HENI,6-Nov-81,Chinese,HDB 1 Room,S8167952E,87765346,26-Jun-24,26-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Re-Entry Permit,Appeal Sent,"Ms Ai Heni , a SPR , has submitted her citizenship application in Nov 2023. However, as to date , the status is still pending. 

As her re-entry permit will expire on 29 July 2024, she is appealing for ICA to renew her re-entry permit and expedite the processing of her citizenship application. 

Please assist her accordingly.",Pending,,N,N,N,
2406250986,East Coast GRC - Bedok,Heng Swee Keat,MOHAMAD SHOMAY BIN HASAN,16-Aug-60,Malay,HDB 1 Room,S1410439I,91574560,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Tenancy Matters (Rental Flats only),Appeal Sent,"Mr Mohamad Shomay bin Hasan is appealing to HDB to allow him to continue to rent the above flat which was previously tenanted to one of his deceased relatives.

He has already been allocated a BTO flat in Woodlands which is only completing in 2028, that is in 4 years’ time.  Meanwhile, he needs accommodation until completion of his BTO.

Kindly look into his request and reply to him directly and please keep me posted on the outcome.",Pending,,N,N,N,
2406250985,East Coast GRC - Bedok,Heng Swee Keat,JASBIR KAUR D/O RANJIT SINGH GILL,27-Jun-56,Indian,Condominium / Private Apartment,S1167772Z,92726956,26-Jun-24,1-Jul-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"According to resident, she has not received any reply with regard to her appeal below which was sent on 8 May 2024.

Please assist to look at the appeal and reply to Mdm Jasbir as soon as possible.
---------------------------------------
Mdm Jasbir Kaur d/o Ranjit Singh Gill (S1167772Z) secured a 2R flexi flat under the Senior Priority Scheme (SPS) to be near her youngest son.

As part of the SPS, her son is not allowed to move to any property located more than 4 km radius from the booked flat for 10 years. As her son has already stayed in his flat for 2 years and her booked flat will only be ready in about 4 years' time, she is appealing for HDB to waiver or shorten the 10 years MOP period. She does not want to lose this flat or be debarred, if she chooses to cancel this application.

Please seek to advise her accordingly.
----------------------------------------",Others,"Refer to reply for Ref: 008-2406040712 - Thank you for your referral of 5 Jun 2024 (Ref: 008-2406250985) about Mdm Jasbir
Kaur D/o Ranjit Singh Gill's appeal. This is a duplicated case. Master MPAS ref
(008-2406040712).",N,N,N,
2406250984,East Coast GRC - Bedok,Heng Swee Keat,TAN LEE KHOON,11-Sep-69,Chinese,Condominium / Private Apartment,S6931244F,96662882,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Sent,"My constituent has sought my assistance to re-appeal for the waiver for the 30-month wait-out period after disposal of private property (ref: 202307270006562766).

Mr Tan currently stays in a condominium. He wishes to sell his private property and obtain a BTO flat. However, he is unable to do so due to the wait-out period.

Mr Tan wishes to use the proceeds of the condominium sale to help his son (aged 20) in the long run, as his son has been diagnosed with Autism Spectrum Disorder. His son may face difficulties obtaining a stable income flow to pay for the condo maintenance fees in the future. Mr Tan would have to rent a house following the disposal of his property until he obtains a BTO, and this would mostly eliminate any savings from the private property sale. 

Mr Tan shared that he is 55 years old this year and had prior heart surgery, and he wishes to secure his son's future as soon as possible. Due to his health, his income has been greatly reduced and is now working as a GRAB driver. Mr Tan also shared that he and his wife have not applied for a BTO before. Mr Tan plans to sell his private property as soon as he can obtain a BTO.

Please re-consider waiving the 30-month wait-out period. Do reply direct to him with a copy to me.",Pending,,N,N,N,
2406250983,East Coast GRC - Siglap,Heng Swee Keat,RAYMOND YAP SHONG YOONG,2-Jun-74,Chinese,Condominium / Private Apartment,S7615075C,93481234,26-Jun-24,26-Jun-24,MHA - Singapore Police Force: Traffic Police (SPF-TP),,Traffic offences,Appeal Sent,"My constituent runs a car workshop with a pickup and delivery service for his clients cars. 

At the time of the said offence, he was driving his client’s car to his workshop to investigate a car fault. The car started well and was travelling fine until about 6-8 minutes into the travel time when it went into a fault mode with no accelerator and brake module function. 

This happened just before the red light junction of Holland Road and Buona Vista junction causing the camera to be triggered. He was a sitting duck in the car and he had to steer the car to the left away from other motorists until he got to the Esso station around 50m ahead. 

He then called a tow truck and as soon as he got to the workshop, he downloaded the car’s diagnostics to use as evidence for his case (appended). He also includes the invoice of the cost incurred in repairing the transmission (faulty part) and the payment receipt of his client. 

In this case, he was a sitting duck and was at the mercy of the car’s ‘fault mode’ as it crossed the traffic light junction. There was neither intention nor malice on his part and he feels that this summon, with fine ($400) and demerit points (12 points) is unfair. 

He wishes to submit all the required documents to TP as evidence including a video recording of the car’s fault code just after it happened. 

Kindly reply to him direct with a copy to me. 

Thank you.",Pending,,Y,N,N,
2406250981,East Coast GRC - Bedok,Heng Swee Keat,TAMMY TAN JIE YI,12-Mar-02,Chinese,Condominium / Private Apartment,T0240690F,82230484,26-Jun-24,26-Jun-24,,TRANS Family Service Centre (Bedok),,Appeal Sent,"The following appeal was sent to HDB for their consideration; however, the resident would like us to copy this letter to Trans FSC for their assistance in her case. Resident Ms Tammy Tan has sspecially requested for this letter to be forwarded to a Ms Nurul Faizzah at nurul.faizzah@trans.org.sg for her kind assistance on this matter. 
----------------------------------------
Letter of appeal to HDB:

My resident, Ms Tammy Tan, would like to expedite their HDB rental application reference number 66618e69293e012f9de6ff59.

On 6 June 2024, Ms Tammy and her husband, Toh Jia Xi Edwin, applied to HDB for a rental flat under the Public Rental Scheme. The couple just got married on 27 May 2024, and due to family issues on both ends, they are currently living seperately at their individual homes.

Ms Tammy's family lives at Bayshore, and has faced complicated parent's marital issues in the past which has resulted in police reports. She has anxiety issues in the past 4 years, and seek help in 2022. She has recovered recently. She is able to provide letters from her Family Service Centre at Bedok and psychiatrist to support her condition upon request. Living with her family might trigger her mental health condition, which is undesirable.

Currently, her husband, Mr Toh is staying at his uncle's place at Geylang. As a newly married couple, it is inconvenient for them to stay with his relatives and it is stressful mentally and physically for the both of them.

With Ms Tan studying earning $450-500 from her part-time job as a clinic assistant and Mr Toh earning around $2300 per month as a Police Officer, it is hard for them to purchase a resale flat/rent a private room. They are looking forward to rent the HDB flat urgently to ease their mental and physical stress and to apply for a BTO flat in October 2024 to start their family.

Thank you for your kind attention and we seek your urgent reply. Do follow up with her via email at tammytan53@gmail.com and do copy me on the matter.
-------------------------------------------",Pending,,N,N,N,
2406250979,East Coast GRC - Bedok,Heng Swee Keat,TAMMY TAN JIE YI,12-Mar-02,Chinese,Condominium / Private Apartment,T0240690F,82230484,26-Jun-24,2-Jul-24,Housing & Development Board (HDB),,Renting from HDB,Appeal Closed,"My resident, Ms Tammy Tan, would like to expedite their HDB rental application reference number 66618e69293e012f9de6ff59. 

On 6 June 2024, Ms Tammy and her husband, Toh Jia Xi Edwin, applied to HDB for a rental flat under the Public Rental Scheme. The couple just got married on 27 May 2024, and due to family issues on both ends, they are currently living seperately at their individual homes. 

Ms Tammy's family lives at Bayshore, and has faced complicated parent's marital issues in the past which has resulted in police reports. She has anxiety issues in the past 4 years, and seek help in 2022. She has recovered recently. She is able to provide letters from her Family Service Centre at Bedok and psychiatrist to support her condition upon request. Living with her family might trigger her mental health condition, which is undesirable. 

Currently, her husband, Mr Toh is staying at his uncle's place at Geylang. As a newly married couple, it is inconvenient for them to stay with his relatives and it is stressful mentally and physically for the both of them. 

With Ms Tan studying earning $450-500 from her part-time job as a clinic assistant and Mr Toh earning around $2300 per month as a Police Officer, it is hard for them to purchase a resale flat/rent a private room. They are looking forward to rent the HDB flat urgently to ease their mental and physical stress and to apply for a BTO flat in October 2024 to start their family. 

Thank you for your kind attention and we seek your urgent reply. Do follow up with her via email at tammytan53@gmail.com and do copy me on the matter.",Approved,Our reply to the appellant is attached for your information please. Thank you.,N,N,N,
2406250976,East Coast GRC - Bedok,Heng Swee Keat,SOH GEOK YIM,8-Sep-34,Chinese,HDB 4 Room,S0824219D,97901840,26-Jun-24,28-Jun-24,Housing & Development Board (HDB),,Lease Admin Matters,Appeal Closed,"Mr Soh How Tiong is appealing on behalf his sister, Mdm Soh Geok Yim (IC No: S0824219D)who is our resident. 

Mdm Soh Geok Yim is 90 years old spinster living alone in Blk 37 Bedok South Ave 2 # 10-445 Singapore 460037. She is under the care of a Geriatrician at CGH. 

Mdm Soh has rented the one room since 2020, 2022 and now applying for 2024. Approval has been granted subject to payment of admin fee in 10 calendar days . Since there was a lapse in payment, the rental application was cancelled. Mdm Soh is asking for a grace period to make the payment within 2 weeks . 

Please assist her accordingly and do write to her direct with a copy to me.",Approved,"HDB has assisted to process the renting out bedroom application and for the
payment of the Administrative fee by 8 Jul 2024.",N,N,N,
2406250971,East Coast GRC - Bedok,Heng Swee Keat,SUFIAN BIN ABD SHUKUR,10-Jan-73,Malay,HDB 4 Room,S7302721G,90095309,26-Jun-24,3-Jul-24,Ministry of Manpower (MOM),,"Migrant Workers Management (e.g. Employment agency, migrant domestic workers, illegal employment, phantom workers)",Appeal Closed,"My constituent sought my assistance to appeal on his behalf to MOM to approve (or reinstate) the work permit of his MDW (Siti Solihah Bte Saliman Waitun, E0728694). 

He had missed several MDW levy payments which led to the revoking of her work permit. He has now fully paid of arrears with MOM and apologises profusely for this oversight. He wishes to assure MOM that this will not happen again. He also wishes to let MOM know that he has been paying her salary consistently because she is a caregiver to his ailing mother. His mother is 80 years old, wheelchair bound and is suffering from dementia. She has been very comfortable with Siti, from bathing to grooming to cooking, and for that he is extremely thankful to have Siti work with them. 

He appreciates the issuing of the Special Pass but he is worried that MOM may not consider his case compassionately and favourably. He has lost his full time employment several months ago and he is actively searching to be gainfully employed. He still has savings and he is making ends meet with part-time jobs. He is active on careers.sg and attends workshops by WSG. He hopes that MOM can expedite the issuing of Siti Solihah’s work permit because his mother is very reliant on her services and assistance. 

He can be reached at 90095309 and he hopes a case officer can call him soon. 
Kindly also reply to him with a copy to me. Thank you.",Approved,Appellant appealed to employ an MDW. Levy team has allowed re-application for the MDW which was revoked due to levy default. Appeal has been approved by PO on 27 Jun 2024.,N,N,N,
2406250970,East Coast GRC - Bedok,Heng Swee Keat,LIM YOK LIA@LIM YOK HOON,10-Nov-44,Chinese,HDB 3 Room,S1733048I,93659849,26-Jun-24,26-Jun-24,Ministry of Health (MOH),,Request for financial assistance,Appeal Sent,"Mdm Lim would like to appeal for financial assistance for her dental needs. She shared that most of her teeth have decayed and need to be extracted and she would need dentures. 

She has checked with the polyclinic and was told that she would still need to pay over a thousand dollars after subsidy. Mdm Lim is 80 years old, and even though she has children, she does not want to burden her children to pay for her dental or medical expenses. 

Please assist to look into the case and advise her accordingly.",Pending,,N,N,N,
2406250967,East Coast GRC - Bedok,Heng Swee Keat,ALVIN WEI EN,25-Jan-10,Chinese,HDB 4 Room,T1001920B,86889431,26-Jun-24,26-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Sent,"Alvin Lee Wei En (14 years old) is appealing on behalf of his Mother, Mdm Tang Hwee Lang to ICA to grant her SPR application which has been outstanding for a long time.

Mdm Tang has been living and working in Singapore for more than 23 years but unfortunately her husband passed away in 2011 when their 2 children were very young then.  The 2 children who are Singapore citizens are now 14 and 13 years old.

Mdm Tang has been working all along to support the family with average salary of about $1,800 per month.

She is now on Long Term Pass (LTP) and the current one will be expiring in 2026.

She hopes to get her SPR as soon as possible so that she can settle here with less worries and make Singapore her permanent home to take care of her growing children who are both Singapore Citizens.

Kindly review and consider her case in view of the situation. Do reply to her directly but please keep me posted of the outcome.",Pending,,N,N,N,
2406250964,East Coast GRC - Bedok,Heng Swee Keat,TAN HIANG SONG,11-Apr-72,Chinese,HDB 3 Room,S7212338G,97613773,26-Jun-24,26-Jun-24,Central Provident Fund Board (CPF),,Public Housing,Appeal Sent,"Mr Tan, 52 is the sole breadwinner and he is left with $5837.67 in his CPF savings, to be used for his housing loan in order to meet the basic retirement sum. 

As he still has about $2537.22 left to pay for his housing loan after deducting $5837.67, he is appealing for CPF to allow him to use CPF savings to pay this remaining sum. His wife is not working as she needs to take care of their 18-year old special needs son. 

Please consider his appeal to pay this remaining sum till the end of his housing loan tenure on 17 Nov 2025.",Pending,,N,N,N,
2406250962,East Coast GRC - Bedok,Heng Swee Keat,TONG THUY HONG RANG,4-Apr-86,Chinese,HDB 3 Room,S8683172D,87689038,26-Jun-24,1-Jul-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Singapore Citizenship,Appeal Closed,"My constituent is appealing for a Singapore Citizenship on behalf of her son, Mr Pham Trung Kien (FIN: M0209669W).

Ms Tong applied for Singapore Citizenship on behalf of her son (Application ID: ROC-2023-APP-000044565), but she was unsuccessful. He has been on a LTVP since 2023, and it will expire on 12 October 2024. 

Mr Pham completed his pre-tertiary education in Vietnam and has been in Singapore since June 2023. He is currently doing a Diploma in Hotel Management and Hospitality at Trinity International College Singapore, and is due to receive the diploma upon completion of his mandatory internship in Dec 2024 / Jan 2025.

Ms Tong shared that Mr Pham wishes to settle down in Singapore following the completion of his studies and secure a job. He currently helps to take care of his young half-siblings (all of whom are Singapore Citizens) and he hopes to be able to stay with the rest of his family here in the long run. He expressed his desire to complete his National Service should he obtain PR or Citizen status. 

Please reconsider his application for Citizenship or PR status. You may contact him or Ms Tong for more details. Please advise Ms Tong directly, sending a copy to me for my reference.

Thank you.",Others,Informed appellant to submit formal application online as unable to assess without any application. - The appellant has been informed to submit a formal application online for our consideration as we are unable to assess the case without any application submitted.,N,N,N,
2406250960,East Coast GRC - Bedok,Heng Swee Keat,FARUQ BIN ISMAIL,1-Oct-91,Malay,HDB 1 Room,S9135079C,84201200,26-Jun-24,28-Jun-24,Agency for Integrated Care (AIC),,Request to explore the community care and support for the resident,Appeal Closed,"My constituent sought my assistance to appeal to AIC for health-related assistance following his accident as he was riding his GRAB bicycle. 

Another cyclist had crashed into him causing him to sustain multiple injuries (mostly superficial) on his body and both legs. He is having tremendous difficulty walking. He is unable to earn an income to support his family with 3 school-going children. As this just happened, he is going to seek medical treatment at a polyclinic tomorrow (25 Jun 2024), and to get a doctor’s letter to certify his injury. He is also seeking help from the social support office but he wishes to reach out to AIC to ask if there is additional assistance that he can tap on while he recuperates and gets his bicycle fixed. 

Kindly reply to him direct (84201200) with a copy to me. 

Thank you.",Conditionally Approved,"Dear DPM  

We refer to your letter on 26 June 2024 (Ref. 014-2406250960) regarding Mr Faruq Bin Ismail request for assistance. 

We spoke with Mr Faruq on 27 June 2024 to better understand his situation. He mentioned that he requires assistance with his Activities of Daily Living (ADLs) after his accident.

We have advised on the eligibility criteria and application process for Home Caregiving Grant (HCG) and provided Mr Faruq with the application forms to aid in his submission; and we have noted that he will be visiting a doctor to get the Functional Assessment Report (FAR) completed. We will review his application when we receive it. 

We have provided our contact details for Mr Faruq to contact us if he requires any clarifications. 

This update is for your information, please. Thank you.



Yours sincerely,

Sheena Ong (Ms)
Assistant Manager, Customer Experience 
Care Integration and Operations Division
AGENCY FOR INTEGRATED CARE
DID (65) 6632 4015",N,N,N,
2406250958,East Coast GRC - Bedok,Heng Swee Keat,SOO SAN SAN,29-Aug-75,Chinese,Condominium / Private Apartment,S7571849G,81983183,26-Jun-24,3-Jul-24,Ministry of Education (MOE),,Others,Appeal Closed,"The above constituent sought my assistance to appeal to MOE to expedite her son's, Hun Zen Yum (T0875696H), return to school.

Mdm Soo shared that her son is currently studying in Spring Field Secondary School (Secondary 3) and was recently accused of outrage of modesty. As such, a police report was made on the incident and her child was suspended since April 2024. Mdm Soo informed that the school will only allow her son to return to school once the investigation has been completed. Her son felt that he was wrongly accused and punished unfairly. 

According to Mdm Soo, her child has a history of depression and anxiety attacks. She is worried that the situation will worsen his condition. Mdm Soo shared that she had also engaged an external counsellor to support her son and she also manage to convince the school to allow him to return on 24 Jun 2024. 

But unfortunately, her child suffered an anxiety attack when he entered the school and requested to return home. Mdm Soo is worried that her child would do something to hurt himself and hopes that MOE can expedite the transfer of her son to another school.

Please look into her request and reply to her with a copy to me.",Approved,"Dear Mdm Soo, We refer to your appeal through MP Mr Heng Swee Keat, to MOE to
expedite the return to school, and a request for a school transfer, for your
son, Hun Zen Yum of S3-F. Ms Eleanor Chia /Principal, Ms WuXuelun /School
Counsellor and myself/ Assistant Year Head, Upper Secondary met with you on 2
Jul 2024 via a ZOOM meeting to discuss the request. 2. We understand that Zen
Yum’s anxiety attack and request to return home on the first day of school (24
Jun) had caused you some concern. As shared during the meeting, Zen Yum has
responded positively thus far since his return to Springfield Secondary School
on 25 Jun. He is in a new class, and his Form Teachers have shared that his new
classmates have welcomed him, he has formed positive relationships with some of
them, and he has been attentive during lessons. We understand that Zen Yum still
has concerns about rumours within the student body. Please rest assured that the
school has taken steps to mitigate this (e.g., speaking to Zen Yum’s previous
and new classmates) and has implemented special arrangements for Zen Yum during
this period to help him ease in (e.g., reporting to a separate venue instead of
the school hall for morning assemblies). We will continue to work with Zen Yum
on the transition back to school and to the new class. 3. We agreed during the
meeting that a change of schools at this point may not be the most beneficial
for Zen Yum as the new school would not be familiar with his needs. As Zen Yum
has shown a positive response to being back in school in Springfield Secondary,
it might be more beneficial for us to work together and persist in our efforts
to transit him back to attending school fully and being focused on moving
forward. We want to assure you that the school remains dedicated to supporting
Zen Yum and we are optimistic that with the support systems in place, Zen Yum
will successfully reintegrate into Springfield indue course. 4. We thank you for
your partnership and do feel free to reach out to the school or to me directly
if you have any further questions. Thank you. Regards, NG Jun Kian, Eugene (Mr.)
Assistant Year Head / Upper Secondary For Principal (Springfield Secondary
School)",N,N,N,
2406250957,East Coast GRC - Bedok,Heng Swee Keat,POH CHAI NEO,7-Jul-49,Chinese,HDB 3 Room,S0623647B,94764947,26-Jun-24,3-Jul-24,Housing & Development Board (HDB),,Others,Appeal Closed,"Mdm Poh (SXXXX647B) is currently suffering from dementia and is currently staying in her late mother’s flat. She is requesting to expedite her appeal against the rejection of her previous request to rent out one of the bedrooms in her house at New Upper Changi Road Block 28. The rental serves to be her only form of income to cover her daily expenses and necessities.

As mentioned in the previous letter, her application to rent out the bedrooms was rejected by HDB’s Ms Peggy Lim as Mr Poh Lye Huat, the administrator of their late mother, Mdm Cheonh Ah Kiat’s share of the home, has yet to transfer his late mother’s shares to his siblings. 

She is seeking an exception to the above mentioned rule to allow her to rent out the bedroom despite the lease not being in order. This is because of her estranged adopted son,  who has had a history of trying to sell off her property without her consent. The administrator, Mr Poh, is unwilling to transfer their late mother’s shares, as they are worried that the share, or the proceeds of the sale, may end up in his hands. They are also unable to sell the flat now as suggested by HDB as Mdm Poh and her helper are staying in the flat. 

As such, she is hoping that HDB is able to provide her an exception to this rule, and allow her to rent out one of the bedrooms in her home.

Please contact her niece-in-law, Mdm Wendy Oon at oonwendy@yahoo.com.sg, with a copy of your reply for my reference.",Others,duplicate case. - duplicate case to MPAS no. 008-2406110518. replied appellant on 3/7/2024.,N,N,N,
2406250956,East Coast GRC - Bedok,Heng Swee Keat,ONG BENG HUI,1-Jun-85,Chinese,HDB 3 Room,S8517489D,87866686,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Sent,"My constituent sought my assistance to appeal to HDB to allow him to purchase a resale 4-room flat. 

He purchased his current 3-room flat in October 2019 and he has about 4 months left to serve out the minimum occupation period (MOP). Since his purchase, both his sons, now aged 12 and 9 years have grown considerably and require more space. His mother has also expressed an interest in living with him. She is currently staying with his older brother but in two months, he will be posted outstation (out of the country). He is looking to purchase a bigger home to accommodate the growing family.

 As he has served out a majority of his MOP, he is asking for compassionate waiver of the remaining few months so that he can secure the purchase of a resale 4-room flat soonest possible. 

Kindly reply to him direct with a copy to me. He can be reached at alanongBH@gmail.com.",Pending,,N,N,N,
2406250953,East Coast GRC - Kampong Chai Chee,Heng Swee Keat,LIM SOON AUN RODNEY,4-Sep-71,Chinese,Condominium / Private Apartment,S7130824C,96774420,26-Jun-24,26-Jun-24,Ministry of Defence (MINDEF),,Disruption,Appeal Sent,"Dr Rodney Lim, one of my constituents, is appealing to MINDEF to grant his son, Ryan Lim Jia Jun (T0532264I) a disruption as he was injured during his National Service. This will also enable him to proceed with his medical studies in NUS.

Ryan was enlisted on 3 Jan 2024 but was injured with a broken finger on his 3rd day of service.  He went for an operation but complications arose and he went through a second operation with 2 procedures and the injury is still persisting.

He is currently serving as a storeman in Supply Base East due to the injury but he feels he could not carry out his duties meaningfully due to the severe injury and becomes more of a liability to his army colleagues.

He has applied for disruption sometime in April 2024 under the LMDS but he was not informed of the outcome.  He then applied the second time in early May 2024.

His father, Dr Rodney is appealing on behalf of Ryan for MINDEF to grant him the deferment so that he can continue with his medical studies in NUS Yong Loo Lin School of Medicine.  He feels that his son was injured in service and feels that MINDEF should not use the reason that he has not finished his BMT to deny him the deferment for his medical studies.

Ryan is confident that if given the deferment to continue his studies now, he is able to come back to serve his National Service more fruitfully and meaningfully after he completes his studies in the future.

Kindly review Dr Rodney/Ryan’s case and reply them directly but keep me posted of the outcome.

Supporting documentation are attached.",Pending,,Y,N,N,
2406250932,East Coast GRC - Bedok,Heng Swee Keat,GOH YONG HONG,28-Nov-74,Chinese,HDB 3 Room,S7440341G,97660562,26-Jun-24,2-Jul-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Singapore Citizenship,Appeal Closed,"Mr Goh would like to appeal for his wife Ms Teng Lee Cheng (S7783212B), who is currently a PR, to get Singapore citizenship. 

Ms Teng was granted PR over ten years ago. After a year or two after obtaining her PR, she was offered Singapore Citizenship. At that time, Ms Teng did not take up citizenship as she was the co-owner of a plot of land in Malaysia with her late mother. The land has now been transferred to her brother. Mr Goh and Ms Teng's son are Singapore citizens, and the family hopes that Ms Teng can be granted Singapore citizenship. 

Ms Teng will be applying for citizenship directly with ICA before the end of July 2024. She hopes her application will be considered favourably.

Please assist to look into the case.",Others,"- - Dear Mr Heng
We refer to your letter on behalf of Mr Goh Yong Hong.
We have advised appellant on 02/07/2024 to submit an online SC application for his wife, for our consideration.
Thank you.",N,N,N,
2406250818,East Coast GRC - Bedok,Heng Swee Keat,LEE YEN LUAN,27-Nov-53,Chinese,HDB 4 Room,S0035232B,98164427,26-Jun-24,5-Jul-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"The above constituent sought my assistance to rent a flat directly from HDB.

Mdm Lee shared that she is currently residing with her daughter from her previous marriage. She shared that both her husband and herself are homeless and they are in the midst of applying for 2-room flexi. She claims that her daughter does not allow her husband to stay with them and that her husband is currently staying in the shop she rented which she claims that the rental agreement will end in Jan 2025.

As such, she would like to apply for an interim rental flat from HDB while waiting for her 2-room flexi flat.

Kindly look into her request and reply to her with a copy to me.",Rejected,"We have advised the appellant that she is assessed to have family support from
her children. Since they also have no booked flat, they are not eligible to rent
a temporary flat from HDB. For MP's info, pls. Thanks.",N,N,N,
2406250812,East Coast GRC - Bedok,Heng Swee Keat,ALIMAH BINTE OMAR,8-Oct-51,Malay,HDB 1 Room,S0470212C,87848771,26-Jun-24,2-Jul-24,Housing & Development Board (HDB),,Tenancy Matters (Rental Flats only),Appeal Closed,"Mdm Alimah bte Omar Ic No S0470212C aged 72 years stays alone in the flat.

She has several times complained to HDB that her toilet flush tank has been damaged and unable to flush and her kitchen floor ceramic has several cracks and the water is stagnant. She claims that a Bangladeshi worker came to repair but all the defects are still existing. She hopes HDB could expedite and have the fixtures fixed as it is not conducive to stay in the unit. 

Please contact her direct and do keep us informed when the rectifications are done.",Approved,HDB has assisted the FP on the feedback.,N,N,N,
2406250811,East Coast GRC - Siglap,Heng Swee Keat,TAN HWEE NEE,12-Nov-54,Chinese,HDB 4 Room,S0107375C,97882171,26-Jun-24,26-Jun-24,Central Provident Fund Board (CPF),,Nomination,Appeal Sent,"Mdm Tan is appealing for a physical meeting with CPF. 

Mdm Tan had previously on several occasions sought assistance from us regarding Mr Soh Eng Jiak's CPF nomination. 

In the most recent appeal, Mdm Tan had requested for a physical meeting with CPF to discuss the matter further. In a response to Mdm Tan dated 20 May 2024 (Ref no: 001-2402270552), CPF informed them that as they had not provided new evidence for the case, a meeting with her would not be fruitful and CPF would not be meeting them. 

Mdm Tan has brought new evidence to the table and she is once again requesting to meet a CPF staff in person to discuss the matter. A brief summary of their points, as well as the list of new evidence she has provided are shown in the document attached. She also asserts that she has the evidence and documents to substantiate her new evidence. 

Kindly look into setting up a physical meeting with her. Do keep us informed of her situation.",Pending,,Y,N,N,
2406250808,East Coast GRC - Bedok,Heng Swee Keat,LUO YUTANG,14-Jul-18,Chinese,HDB 1 Room,T1892125H,87320169,26-Jun-24,2-Jul-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Closed,"My resident, Mdm Song Yan, G3632841N, applied for Singapore permanent residence on 26 January 2024. Her file ref is ICA/ENT/952229/23.

Mdm Song Yan is a survivor of domestic violence from her ex-husband and has seek refuge at Good Shepherd Shelter in January 2022. Methodist Welfare Services has helped Mdm Song Yan to apply for a HDB rental unit.

As she is a single mother, Mdm Song Yan is eager to know the outcome of the Singapore PR application as she is required to stay in Singapore on a longer term to take care of her 6 year old son who is a Singapore citizen.

Mdm Song Yan is a sole breadwinner and her employment opportunity is very valuable to her. Mdm Song Yan believes that if she is granted a PR status, her employment in Singapore would be more stable.

Kindly review her application for SPR status and do update Mdm Song Yan as soon as possible, with a copy to me.

Thank you.",Others,An existing PR application is under processing. Will inform applicant of the outcome once finalised. - There is an existing PR application under processing. We will inform the applicant of the outcome once it has been finalised.,N,N,N,
2406250807,East Coast GRC - Bedok,Heng Swee Keat,LUO YUTANG,14-Jul-18,Chinese,HDB 1 Room,T1892125H,87320169,26-Jun-24,3-Jul-24,Housing & Development Board (HDB),,Lease Admin Matters,Appeal Closed,"My resident, Mdm Song Yan, G3632842N, mother of Singapore citizen, LUO Yutang, T1892125H, 6 years old, would like to appeal to the HDB regarding the rental cost of their rental unit at Block 12, Bedok South Avenue 2 #10-590.

Presently, the rental cost is approximately $333 per month.  Mdm Song Yan is a survivor of domestic violence from her ex-husband.  Previously, she was seeking refuge at the crisis shelter at Good Shepherd Shelter (GSS).

With the assistance of Methodist Welfare Services, Mdm Song Yan had applied for the HDB rental unit.

Mdm Song Yan is employed as a Production Cook at a Japanese Restaurant and draws a gross salary of $2,000.  She is living frugally as a single mother and is  required to take her son who has developmental expressive language disorder (DELD) to KKH for speech therapy at a frequency of 2-4 times a month. Each session cost $30. KKH requires the child to take a cognitive assessment and this will cost $800.

Mdm Song is highly in need of financial help and has difficulty paying for the HDB rent.  She is appealing to HDB to reconsider a lower rent to help her tide through her difficult times.

I would appreciate if you will respond to Mdm Song Yan regarding her appeal at her email address: yansong4127@gmail.com or tel. 87320169, with copy to me.

Thank you.",Others,"Pending for tenant to submit supporting documents . - Dear Mr Heng, the appellant, Ms Song Yan has requested to reduce rent. In order
for us to consider her request for lower rent, she needs to submit the following
documents: i) a copy of her latest 6 months' payslips; ii) breakdown of monthly
expenses with relevant supporting documents; iii) please submit a copy of the
doctor's memo stating her son's medical conditions and monthly medical expenses;
iv) any outstanding debts owing to other agencies such as Town Council, banks,
utility company, hospital bills etc; She has been advised to approach the Social
Service Office@Bedok (SSO) to enquire on the available financial assistance. The
above is for your information, please.",N,N,N,
